speaker,utterance,emotion,annotation,temp
Rachel,"What? Wait a minute, I didn't pay, I thought you paid!","non-neutral",2001020,"Training_Set"
Chandler,"Well, thank you for lunch.",neutral,3200000,"Training_Set"
Phoebe,"Because no shortness of breath, no temporary euphoria-Oh.",neutral,3200000,"Training_Set"
Phoebe,"'Cause look,  no hair loss, not a rash, no hives, I'm just so happy!",joy,0500000,"Training_Set"
Phoebe,"Oh, it's like a huge weight has been lifted!",joy,0500000,"Training_Set"
Joey,"Good for you!",joy,0500000,"Training_Set"
Phoebe,"Oh my God! This is a six-hour pill!  That's it! I'm out of the woods! Ohh! What a relief!",joy,0400010,"Training_Set"
Joey,"Here you go.",neutral,5000000,"Training_Set"
Ross,"Come on, they're gonna love you.",joy,2300000,"Training_Set"
Phoebe,"Oh, look, he's closing his eyes again.",neutral,3100010,"Training_Set"
Ross,"All right, I'll see you guys later.",neutral,5000000,"Training_Set"
Rachel,"You guys wanna get some coffee?",neutral,4100000,"Training_Set"
Ross,"No, this is pretty much it.",neutral,4010000,"Training_Set"
Joey,"He doesn't do much, does he?",neutral,3000020,"Training_Set"
Phoebe,"Oh, look, look, he's closing his eyes.  Look, he's opening his eyes.","non-neutral",2200010,"Training_Set"
Joey,"Ben, Ben, hey Ben. Nothing. I don't think that's his name.",neutral,4001000,"Training_Set"
Rachel,"Oh, I know. Look at him.",joy,1400000,"Training_Set"
Monica,"He is so amazing.",joy,0400010,"Training_Set"
Chandler,"And sometimes, I'll want you to steal third, and I'll go like this.","non-neutral",2200010,"Training_Set"
Ross,"But I'll still always come back, like this.",neutral,3110000,"Training_Set"
Ross,"And sometimes I may be away longer, like this.",neutral,3020000,"Training_Set"
Ross,"But I'll still always come back, like this.",neutral,3110000,"Training_Set"
Ross,"Ben, I want you to know that there may be some times when I may not be around, like this.",sadness,2030000,"Training_Set"
Ross,"Yeah?",neutral,4000010,"Training_Set"
Rachel,"During a blackout? He'd get trampled!","non-neutral",1002110,"Training_Set"
Ross,"Why don't we just put 'poor little Tooty' out in the hall?",disgust,1001003,"Training_Set"
Phoebe,"Oh, poor little Tooty is scared to death. We should find his owner.",sadness,1031000,"Training_Set"
Joey,"Sorry, that was wax.",neutral,3011000,"Training_Set"
Monica,"This is just Bactine. It won't hurt.",neutral,5000000,"Training_Set"
Rachel,"I have.",sadness,1040000,"Training_Set"
Monica,"Oh, you have been through so much.",sadness,0050000,"Training_Set"
Monica,"And I thought I would bring them to you, y'know, in bed.",neutral,3100010,"Training_Set"
Monica,"Umm, you'll just have to tell me how you like your eggs in the morning.",neutral,5000000,"Training_Set"
Monica,"You're the first guest at Hotel Monica!",joy,0500000,"Training_Set"
Monica,"So Rach!",joy,1300010,"Training_Set"
Rachel,"Okay!",joy,1400000,"Training_Set"
Phoebe,"Well no, it was my fault so you should get the nice room.",neutral,3020000,"Training_Set"
Rachel,"Hey! Hey-hey, now this was no one's fault Pheebs. Okay? It was an accident.","non-neutral",2010020,"Training_Set"
Phoebe,"Well, since the fire was kinda my fault I guess  you should get to stay here.",sadness,1040000,"Training_Set"
Monica,"There's only room for one, so I guess one of you will have to stay at Joey's.",neutral,4010000,"Training_Set"
Monica,"Now look, there's only one problem though.","non-neutral",2011100,"Training_Set"
Monica,"I know!",surprise,0000041,"Training_Set"
Rachel,"Oh my God! It sure didn't look this way when I lived here.",surprise,0000041,"Training_Set"
Monica,"Now, this is last minute so I want to apologize for the mess. Okay?","non-neutral",2021000,"Training_Set"
Phoebe,"I'll be waiting.",neutral,4000001,"Training_Set"
Monica,"I think our lover's spat will start a little early this month.","non-neutral",2000012,"Training_Set"
Joey,"And-and that's only 'cause it's right there when you turn it on!","non-neutral",2020001,"Training_Set"
Joey,"I can't even use Chandler's computer except to find porn!","non-neutral",1020101,"Training_Set"
Joey,"But I got to act with a robot Pheebs, and-and I don't know anything about technology!",fear,0005000,"Training_Set"
Phoebe,"No! Joey, you're going to be great!",neutral,3200000,"Training_Set"
Joey,"Am I psyched? The lead in my own TV series? I've dreamed about this for years! Why have I not been preparing?!",joy,0311000,"Training_Set"
Chandler,"Oh that's right. It's your first day! So are you psyched to fight fake crime with your robot sidekick?",joy,1300001,"Training_Set"
Rachel,"Oh my God! It's Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!",surprise,0200030,"Training_Set"
Chandler,"Hey!!",joy,2300000,"Training_Set"
Joey,"Hey guys!",neutral,3200000,"Training_Set"
Rachel,"Oh, wait and on the nineteenth a secret crush announces itself.",surprise,1000040,"Training_Set"
Rachel,"Op, but the twelfth brings a lover's spat.",surprise,2000030,"Training_Set"
Chandler,"Oh, well thank you in advance.",joy,2300000,"Training_Set"
Rachel,"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""","non-neutral",2200010,"Training_Set"
Chandler,"Okay.",neutral,5000000,"Training_Set"
Rachel,"Okay, Chandler!",neutral,4100000,"Training_Set"
Joey,"I know.",neutral,3020000,"Training_Set"
Chandler,"You know, we don't really take advantage of living in the city.","non-neutral",2020010,"Training_Set"
Phoebe,"Oh yeah! Yeah, no, we're gonna connect, y'know bond, and everything.","non-neutral",2200010,"Training_Set"
Rachel,"Well, so, now, do you guys have a lot of big plans?",neutral,4000010,"Training_Set"
Chandler,"We don't, really.",neutral,4100000,"Training_Set"
Phoebe,"I'm gonna get coffee.",neutral,5000000,"Training_Set"
Rachel,"Hi!",joy,0400010,"Training_Set"
Phoebe,"And this is Rachel.",neutral,5000000,"Training_Set"
Phoebe,"This is Monica.",neutral,5000000,"Training_Set"
Joey,"Hey-hey!",joy,0500000,"Training_Set"
Phoebe,"Joey.",neutral,5000000,"Training_Set"
Chandler,"Hi.",neutral,5000000,"Training_Set"
Phoebe,"Chandler.",neutral,5000000,"Training_Set"
Ross,"Umm, Jo's a girl, it's short for Josephine.",neutral,3100010,"Training_Set"
Joey,"Oh yeah! Amy just burned Jo's manuscript. I don't see how he could ever forgive her.",joy,1300010,"Training_Set"
Chandler,"Your liking it, huh?",neutral,3200000,"Training_Set"
Joey,"These little women. Wow!",surprise,0200030,"Training_Set"
Rachel,"Yeah, well that's how mad I am!!",anger,0000500,"Training_Set"
Ross,"Rachel, this is your apartment.",neutral,4010000,"Training_Set"
Rachel,"Storming out!",anger,0000500,"Training_Set"
Ross,"What are you doing?",surprise,1010030,"Training_Set"
Rachel,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",anger,0000410,"Training_Set"
Ross,"You have no idea what a nightmare this has been. This is so hard.",sadness,0031001,"Training_Set"
Rachel,"Ohh! Lucky me! Oh my God! That","non-neutral",0000221,"Training_Set"
Ross,"And I do, I have to make",sadness,1030100,"Training_Set"
Ross,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",sadness,0041000,"Training_Set"
Rachel,"Ohh, you already agreed to this, haven't you?","non-neutral",0011111,"Training_Set"
Rachel,"Oh God.",fear,0004001,"Training_Set"
Rachel,"What are you going to tell her?","non-neutral",1002011,"Training_Set"
Rachel,"You can't do that!","non-neutral",0010220,"Training_Set"
Rachel,"That's crazy!",surprise,0000230,"Training_Set"
Ross,"is for me not to see you anymore.",sadness,1030100,"Training_Set"
Rachel,"You're welcome.",neutral,4100000,"Training_Set"
Phoebe,"Oh, yeah. Ok, thank you.",neutral,3200000,"Training_Set"
Rachel,"No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from",neutral,3000011,"Training_Set"
Phoebe,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",neutral,3001010,"Training_Set"
Phoebe,"You wanna do it right now?",neutral,4000010,"Training_Set"
Joey,"Ah!  Huh?",surprise,0000050,"Training_Set"
Ross,"Well, that just leaves the big Green poker machine, who owes fifteen...",neutral,5000000,"Training_Set"
Chandler,"This way I can break 'em up with a movie.",neutral,4100000,"Training_Set"
Chandler,"Bad things happen to me anyway.",neutral,4010000,"Training_Set"
Chandler,"That's alright, I'll take it.",neutral,4100000,"Training_Set"
Phoebe,"Oh, I cursed it. So now bad things will happen to he who spends it.",neutral,4100000,"Training_Set"
Joey,"What?",surprise,0000050,"Training_Set"
Phoebe,"Alright, here's my $7.50.  But I think you should know that this money is cursed.",neutral,4001000,"Training_Set"
Joey,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",neutral,4100000,"Training_Set"
Ross,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",neutral,4100000,"Training_Set"
Monica,"Okay.",neutral,3020000,"Training_Set"
Chandler,"No!","non-neutral",1000211,"Training_Set"
Ross,"'Cause I kinda all ready told her uh, it was, it was already taken care of.",fear,2003000,"Training_Set"
Ross,"There's no way to do this without her?",surprise,1001030,"Training_Set"
Ross,"Ooh!",surprise,0000050,"Training_Set"
Ross,"No problem.",neutral,5000000,"Training_Set"
Ross,"Easy.",neutral,5000000,"Training_Set"
Ross,"I think just the",neutral,5000000,"Training_Set"
Ross,"This was just a drunken mistake and I need to get it annulled.",neutral,4010000,"Training_Set"
Ross,"Yes-yes-yes! But, I-I do","non-neutral",1111010,"Training_Set"
Ross,"Basically, Rachel and I were in Vegas and we got drunk",neutral,5000000,"Training_Set"
Ross,"Yes, second in two years. Third overall.",neutral,5000000,"Training_Set"
Ross,"Yes.",neutral,5000000,"Training_Set"
Rachel,"I know.",neutral,3100001,"Training_Set"
Ross,"Oh, sure! I'm sure.","non-neutral",2200010,"Training_Set"
Rachel,"Are you sure?","non-neutral",0102200,"Training_Set"
Ross,"No, Rach, no. I don't, I don't, I don't",neutral,3020000,"Training_Set"
Rachel,"Look, y'know what, either it does or it doesn't, and if you have to even",anger,0000302,"Training_Set"
Rachel,"What are you talking about, Ross, you just said that you read it twice!",anger,0000410,"Training_Set"
Ross,"Does it? Does it? Yeah, I wanted to give that whole 'Does it?' part just another glance.",neutral,4001000,"Training_Set"
Rachel,"Does it?",fear,2003000,"Training_Set"
Ross,"I'm sorry.",sadness,1040000,"Training_Set"
Rachel,"So umm, does it?",neutral,3002000,"Training_Set"
Ross,"And so I wanted to read every word carefully, twice!","non-neutral",1202000,"Training_Set"
Ross,"I mean this-this is clearly very, very important to you, to us!","non-neutral",1201010,"Training_Set"
Ross,"Well, I wanted to be thorough.",neutral,3101000,"Training_Set"
Rachel,"You just finished?","non-neutral",1100021,"Training_Set"
Ross,"Done!",joy,1300010,"Training_Set"
Rachel,"Hey!  What happened to you? Why didn't you come up?",surprise,0000050,"Training_Set"
Ross,"Oh.  Oh-oh.",neutral,3101000,"Training_Set"
Ross,"No!",anger,0000500,"Training_Set"
Joey,"Come on! you...",neutral,3000200,"Training_Set"
Ross,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't","non-neutral",0000221,"Training_Set"
Joey,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",neutral,4000010,"Training_Set"
Ross,"Ok! So let's move on to the Renaissance?",neutral,3100010,"Training_Set"
Joey,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".","non-neutral",1010021,"Training_Set"
Joey,"No idea!","non-neutral",2200010,"Training_Set"
Ross,"Wow. What does",surprise,1000040,"Training_Set"
Joey,"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".","non-neutral",1200020,"Training_Set"
Ross,"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",surprise,0000050,"Training_Set"
Joey,"Ok.",neutral,5000000,"Training_Set"
Ross,"Yeah, yeah that means... you know? We just... we don't have time    for this.",neutral,4010000,"Training_Set"
Joey,"Phonetically?",neutral,3000020,"Training_Set"
Ross,"I wrote that out phonetically for you.",neutral,5000000,"Training_Set"
Ross,"I just...",neutral,5000000,"Training_Set"
Ross,"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",neutral,4100000,"Training_Set"
Joey,"No, no, my mouth    says the words, my brain is thinking monster trucks!",neutral,3101000,"Training_Set"
Ross,"Now, do you have any idea what you just said?",neutral,3000020,"Training_Set"
Joey,"Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.",neutral,5000000,"Training_Set"
Monica,"They've arrested Monica.","non-neutral",1020020,"Training_Set"
Rachel,"What?",neutral,3100010,"Training_Set"
Monica,"Helloooo? Yeah. Oh my God. Thanks.",joy,0300020,"Training_Set"
Rachel,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",neutral,4100000,"Training_Set"
Monica,"I'm- I'm Monana!",joy,2300000,"Training_Set"
Monica,"Y'know, when I'm with her, I am so much more than that.","non-neutral",2100200,"Training_Set"
Monica,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",anger,2000300,"Training_Set"
Monica,"No, it is me!",joy,0400100,"Training_Set"
Rachel,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!","non-neutral",0011210,"Training_Set"
Monica,"Nope. Going to the",neutral,5000000,"Training_Set"
Rachel,"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",neutral,3000101,"Training_Set"
Monica,"Water rules!",joy,0500000,"Training_Set"
Rachel,"Monica? Monica!","non-neutral",0102110,"Training_Set"
Rachel,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",sadness,0031100,"Training_Set"
Rachel,"Oh God, oh.","non-neutral",1100012,"Training_Set"
Monica,"Noooo!  I'm lying. I am so drunk.",joy,1300010,"Training_Set"
Rachel,"Why are- why are you so tanned?",surprise,2000030,"Training_Set"
Rachel,"Oh, not much. I-I got a job.",joy,2300000,"Training_Set"
Chandler,"Okay, one thing at a time.",neutral,4100000,"Training_Set"
Monica,"Ohh.","non-neutral",2100020,"Training_Set"
Chandler,"No, we'll-we'll bring it back! Just put it under your dress.",neutral,3100010,"Training_Set"
Monica,"That's stealing!","non-neutral",0001022,"Training_Set"
Chandler,"Here just...take this.",neutral,3200000,"Training_Set"
Monica,"Okay, now we just need something borrowed!",joy,1300010,"Training_Set"
Chandler,"I don't think so.",neutral,3011000,"Training_Set"
Monica,"That'll work!",joy,0400010,"Training_Set"
Chandler,"Ohh, great, I have condom in my wallet I've had since I was twelve.","non-neutral",2210000,"Training_Set"
Monica,"No-no-no! We need something old!","non-neutral",1201010,"Training_Set"
Chandler,"Let's go!",joy,1300010,"Training_Set"
Monica,"You're so efficient. I love you!",joy,0500000,"Training_Set"
Phoebe,"Hey, guys, you know what Larry would say? He would say, ""See you ladle.""",neutral,3200000,"Training_Set"
Monica,"Okay, great!",joy,1400000,"Training_Set"
Monica,"We have a ladle.",neutral,5000000,"Training_Set"
Monica,"The fake kind!","non-neutral",2100110,"Training_Set"
Rachel,"What? What kind of a regatta gala starts at night?!",surprise,0000050,"Training_Set"
Monica,"We'll be right there!  Can't you just say it starts later?","non-neutral",2000021,"Training_Set"
Rachel,"Don't let him in! I'm supposed to be at a regatta gala.",fear,0004100,"Training_Set"
Monica,"It's Danny.",neutral,5000000,"Training_Set"
Joey,"Umm, yum!",neutral,3200000,"Training_Set"
Monica,"I don't know, clean places?",neutral,3000011,"Training_Set"
Joey,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!","non-neutral",0012020,"Training_Set"
Phoebe,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",disgust,1000004,"Training_Set"
Joey,"You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!",surprise,0010040,"Training_Set"
Monica,"Hey!",neutral,3200000,"Training_Set"
Joey,"Hey!",neutral,3200000,"Training_Set"
Joey,"Oh great.   Hey! Go take off those pants, they look ready!",joy,1400000,"Training_Set"
Monica,"Yeah! She's right in there!",joy,2300000,"Training_Set"
Joey,"Hey! Is uh, is she gonna be all right?","non-neutral",1101020,"Training_Set"
Chandler,"Three is, ""I'm lost and I can't find food.""",neutral,4000001,"Training_Set"
Chandler,"Two is, ""I'm with a girl, bring us food.""",neutral,4000001,"Training_Set"
Chandler,"One is, ""Bring me food.""",neutral,4000001,"Training_Set"
Chandler,"He beeps me now with codes.",neutral,4000001,"Training_Set"
Chandler,"Oh just great.",neutral,4000001,"Training_Set"
Monica,"Sorry. So how's it going with Joey?",neutral,4010000,"Training_Set"
Phoebe,"Wow! You guys really don't know anything!",surprise,0000131,"Training_Set"
Phoebe,"Whoa!! That-okay, that's a","non-neutral",2001020,"Training_Set"
Phoebe,"Okay, well y'know what, don't worry you guys, 'cause I'm-I'm gonna do this as many times as it takes to get it right.",neutral,5000000,"Training_Set"
Phoebe,"That's it! 25 percent? That means that's it's like 75 percent chance of no baby at all!",surprise,0000140,"Training_Set"
Phoebe,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",neutral,3001010,"Training_Set"
Phoebe,"Embryossss? As in, ""More than one?""",surprise,0000050,"Training_Set"
Phoebe,"Oh! I knew it! I knew it! I felt really thick this morning.",joy,0400010,"Training_Set"
Joey,"Nothing, he's just really believes in that.",neutral,5000000,"Training_Set"
Chandler,"Why? What happened to him?",neutral,3000020,"Training_Set"
Joey,"Yeah, tell that to my Uncle Lenny.",neutral,5000000,"Training_Set"
Chandler,"Y'know that whole swimming thing is a myth.",neutral,5000000,"Training_Set"
Chandler,"Hey, this isn't like swimming after you eat, pick up the phone!!","non-neutral",2000201,"Training_Set"
Ross,"Oh come on, we just had this huge fight, all right, don't I have to wait a while?","non-neutral",1011020,"Training_Set"
Chandler,"Hey, no way! Come on, this is you guys, call her and work it out.","non-neutral",2010110,"Training_Set"
Ross,"What can I do? One person wants to break-up, you break-up.",sadness,1030100,"Training_Set"
Joey,"So what are you gonna do?",neutral,4001000,"Training_Set"
Joey,"How you doin'?",neutral,5000000,"Training_Set"
Monica,"Hey Joey! Isn't that the girl that waved at you the other day?",neutral,3000020,"Training_Set"
Joey,"Hey guys!  What 'cha been doin'?",neutral,4100000,"Training_Set"
Monica,I,neutral,5000000,"Training_Set"
Chandler,"No, you're the best.",neutral,3200000,"Training_Set"
Monica,"No, you're the best.",neutral,3200000,"Training_Set"
Chandler,"No, you're the best.",neutral,3200000,"Training_Set"
Monica,"We are the hottest! Huh?",joy,1301000,"Training_Set"
Chandler,"That was amazing.",joy,2300000,"Training_Set"
Monica,"Phoebe and Gary are",neutral,5000000,"Training_Set"
Chandler,"That was amazing!",joy,0400010,"Training_Set"
Joey,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",sadness,1030100,"Training_Set"
Joey,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",neutral,4100000,"Training_Set"
Joey,"Bijan for men?",neutral,5000000,"Training_Set"
Joey,"Bijan for men?",neutral,5000000,"Training_Set"
Chandler,"Not like that, I won't!  Kip would have liked the birds!","non-neutral",2000111,"Training_Set"
Joey,"Fine, you want to get the birds, get the birds!","non-neutral",1000211,"Training_Set"
Chandler,"Oh, so, forget about the birds, but big red insects suggest fine dining!","non-neutral",2000111,"Training_Set"
Joey,"All right, how about the ladybugs?",neutral,5000000,"Training_Set"
Chandler,"You pick one.",neutral,5000000,"Training_Set"
Joey,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",neutral,4000001,"Training_Set"
Chandler,"What about the birds?",neutral,5000000,"Training_Set"
Joey,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",neutral,3000101,"Training_Set"
Chandler,"That's patio furniture!",surprise,0000230,"Training_Set"
Joey,"Will you pick one, just pick one! Here, how about that one?",anger,2000300,"Training_Set"
Rachel,"Oh!",surprise,1010030,"Training_Set"
Rachel,"Let's go.",neutral,5000000,"Training_Set"
Rachel,"Now we can go eat.",neutral,5000000,"Training_Set"
Rachel,"Okay, come on.",neutral,4100000,"Training_Set"
Rachel,"Thank you.",joy,2300000,"Training_Set"
Rachel,"I already feel like I know you a little better!",joy,0500000,"Training_Set"
Rachel,"See?",neutral,3100010,"Training_Set"
Rachel,"That's-that's great!",joy,0300020,"Training_Set"
Rachel,"Hm-mmm.",neutral,5000000,"Training_Set"
Rachel,"All right.",neutral,5000000,"Training_Set"
Ross,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!","non-neutral",1200020,"Training_Set"
Ross,"Uh, Carol teaches sixth grade.",neutral,5000000,"Training_Set"
Ross,"Carol, Kristin.",neutral,5000000,"Training_Set"
Ross,"Uh, Kristen Riggs, this is Carol Willick.",neutral,4100000,"Training_Set"
Ross,"Come on.",neutral,5000000,"Training_Set"
Ross,"Come on.",neutral,5000000,"Training_Set"
Ross,"Let's try scooching!",joy,2300000,"Training_Set"
Ross,"You guys'll scooch, won't you?",neutral,5000000,"Training_Set"
Ross,"These people'll scooch down.",neutral,5000000,"Training_Set"
Ross,"Come on.",neutral,5000000,"Training_Set"
Ross,"Are you sure? Great. Carol? Wanna come over and join us?",neutral,3200000,"Training_Set"
Ross,"'Cause she's, she's alone now, and pregnant, and, and sad.",sadness,2030000,"Training_Set"
Ross,"Hey, do you think...would it be too weird if I invited Carol over to join us?",neutral,5000000,"Training_Set"
Ross,"Now that is funny.",neutral,4100000,"Training_Set"
Ross,"So, um, what do you do for a living?",neutral,5000000,"Training_Set"
Ross,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",neutral,3001010,"Training_Set"
Phoebe,"Okay, they're just talking...",neutral,4010000,"Training_Set"
Ross,"Okay, okay, what's going on?",neutral,3000020,"Training_Set"
Monica,"Look look! It's Rachel and Barry. No, don't everybody look at once!",surprise,0000050,"Training_Set"
Chandler,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",disgust,1001003,"Training_Set"
Phoebe,"So, uh, why didn't you say anything?",neutral,3000020,"Training_Set"
Chandler,"No, interestingly enough her leaf blower picked up.",neutral,3100100,"Training_Set"
Joey,"Her answer machine?",neutral,3000020,"Training_Set"
Chandler,"Which, by the way, is the real San Francisco treat.  I got her machine.",neutral,3110000,"Training_Set"
Phoebe,"Oh, God, just do it!  Call her! Stop being so testosteroney!","non-neutral",0100202,"Training_Set"
Monica,"I can't believe my parents are actually pressuring me to find one of you people.",surprise,0000041,"Training_Set"
Chandler,"I'm right, right?","non-neutral",2001110,"Training_Set"
Chandler,"How needy do I want to seem?","non-neutral",2002100,"Training_Set"
Chandler,"It's the next day!","non-neutral",2101100,"Training_Set"
Chandler,"What are you, insane?","non-neutral",0002120,"Training_Set"
Chandler,"Let her know I like her?",fear,1003010,"Training_Set"
Monica,"So have you called her yet?",neutral,4100000,"Training_Set"
Chandler,"We could totally be ourselves, we didn't have to play any games...",joy,2300000,"Training_Set"
Chandler,"It was unbelievable!",surprise,0200030,"Training_Set"
Chandler,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",neutral,3100010,"Training_Set"
Rachel,"So, does this  come in another color or",neutral,5000000,"Training_Set"
Rachel,"This place is so overpriced.",disgust,1000004,"Training_Set"
Rachel,"Now that you know what you want you should go to Kleinman's and get it half off.",neutral,4100000,"Training_Set"
Rachel,"Y'know what?",neutral,4100000,"Training_Set"
Rachel,"Oh y'know what?",neutral,4000010,"Training_Set"
Phoebe,"Ooh, is that spelled with a 'C' or a 'K'? Oh my God! It doesn't matter; they're both great!",joy,1300010,"Training_Set"
Monica,"Oh, my fiancee wants the Swing Kings.",neutral,4000001,"Training_Set"
Monica,"The best man? Wow!",surprise,0100040,"Training_Set"
Monica,"Jeffery.",neutral,5000000,"Training_Set"
Monica,"Yeah!",joy,0500000,"Training_Set"
Monica,"Oh May 15",neutral,4100000,"Training_Set"
Rachel,"I'm just kidding too.  I'm getting married in December.",joy,1400000,"Training_Set"
Rachel,"I do the same thing.",neutral,5000000,"Training_Set"
Monica,"Yeah! So-so when are you getting married?","non-neutral",2200010,"Training_Set"
Monica,"Rach, you're in a great place in your life. Come on, you've got a great job! Good friends",joy,1400000,"Training_Set"
Ross,"Let's also get a hot plate!",joy,2300000,"Training_Set"
Ross,"No! No! It's wrong! It's-it's-it's naughty. It's taboo.","non-neutral",1100102,"Training_Set"
Ross,"Well I-I-I don't care how hot it is it's-it's uh, it's wrong.","non-neutral",2000102,"Training_Set"
Ross,"Really?",surprise,0100040,"Training_Set"
Ross,"What?",surprise,2000030,"Training_Set"
Ross,"I know, I know I really like you too. But we-we can't date. It's against the rules. It's forbidden.",neutral,3010001,"Training_Set"
Ross,"I can't believe we have to stop seeing each other.","non-neutral",0020021,"Training_Set"
Ross,"I can't date you or have a hot plate in my office.","non-neutral",2010011,"Training_Set"
Ross,"It actually is in the handbook.",neutral,3000020,"Training_Set"
Ross,"Wow!",surprise,1100030,"Training_Set"
Monica,"I am!!",joy,1400000,"Training_Set"
Chandler,"So, are we going in there?",neutral,3100010,"Training_Set"
Chandler,"Okay.",neutral,5000000,"Training_Set"
Monica,"Okay.",neutral,5000000,"Training_Set"
Chandler,"Come on Monica, it's our Valentine's Day. Please? Please-please, please?","non-neutral",2101010,"Training_Set"
Monica,"Yeah you will!  And, are you kiddin' me?!","non-neutral",0100022,"Training_Set"
Chandler,"And I will cook anything you want in here , and do anything in there!","non-neutral",0112010,"Training_Set"
Monica,"Uh-huh.",disgust,2000003,"Training_Set"
Chandler,"I am so, so, so, so sorry!",sadness,1040000,"Training_Set"
Chandler,"Last time I do that, I promise.",neutral,5000000,"Training_Set"
Chandler,"Thank you Helen, that'll be all.",neutral,4100000,"Training_Set"
Chandler,"This is great!  Helen, could you come in here for a moment?",joy,2300000,"Training_Set"
Phoebe,"OK.",neutral,5000000,"Training_Set"
Chandler,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",neutral,4100000,"Training_Set"
Chandler,"Y'think?",surprise,1100030,"Training_Set"
Monica,"You could do that!",joy,0400010,"Training_Set"
Phoebe,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",neutral,3100010,"Training_Set"
Chandler,"Thank you, buddy.",joy,0300200,"Training_Set"
Ross,"He could never get a woman like that in a million years.",neutral,3010001,"Training_Set"
Chandler,"Oh please, could she",neutral,3001001,"Training_Set"
Rachel,"Oh, c'mon. She's a person, you can do it!",joy,2300000,"Training_Set"
Chandler,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",fear,1013000,"Training_Set"
Monica,"Well, go over to her! She's not with anyone.",joy,1300010,"Training_Set"
Chandler,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",joy,0400010,"Training_Set"
Ross,"Oh. Hel-lo!",joy,0300020,"Training_Set"
Chandler,"There's a beautiful woman at eight, nine, ten o'clock!",joy,1300100,"Training_Set"
Ross,"What?",neutral,4000010,"Training_Set"
Chandler,"No,",neutral,5000000,"Training_Set"
Ross,"Is it? Feels like two.","non-neutral",2000120,"Training_Set"
Chandler,"Ross, ten o'clock.",neutral,4000010,"Training_Set"
Monica,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",disgust,2000003,"Training_Set"
Rachel,"God. I feel violated.",disgust,0000203,"Training_Set"
Monica,"...What did I ask?",neutral,3000011,"Training_Set"
Joey,"Uhhhh.... he's not even wearing a jockstrap!",surprise,0000041,"Training_Set"
Monica,"What are you guys doing here?","non-neutral",2000120,"Training_Set"
Ross,"Oh...","non-neutral",1011020,"Training_Set"
Joey,"How about 'cause if you don't, his mother might.",neutral,3000110,"Training_Set"
Ross,"Why would I tell him?",neutral,4000010,"Training_Set"
Joey,"So are you gonna tell him?",neutral,4000010,"Training_Set"
Ross,"Do they wait for me to do this?",neutral,3000011,"Training_Set"
Rachel,"Goodbye, baby.",neutral,3020000,"Training_Set"
Rachel,"Well,sounds like you two have issues.",neutral,4000001,"Training_Set"
Ross,"He didn't get the goggles!",surprise,0000140,"Training_Set"
